reply_comment_total,digg_count,AF,IP,C-Label,video,comment_id,publication_time
0,0,哇塞 穿婚纱好漂亮好乖 舔屏,Anhui,Appearance and Attire,video86,comment253,2025-03-09
0,0,大哥 你店缺服务员不 我带资入职 看,Henan,Seeking Interaction and Imitation,video103,comment254,2024-08-27
0,0,衣服裤子再小两个码味道更对 看,Jiangxi,Appearance and Attire,video86,comment255,2025-03-03
0,0,是白了就是租一个公寓一堆人挑一个 看,Yunnan,Behavior and Lifestyle,video44,comment256,2025-03-25
0,0,这我是真羡慕啊 流泪,Shandong,Emotions and Interpersonal Relationships,video87,comment257,2025-05-14
0,1,初中那会儿我们学校的精神小妹比别人有钱多了，家里条件没差的，没钱跟她们玩不到一块，我才是穷瘦的 宕机,Guangdong,Sharing Personal Experiences,video21,comment258,2023-10-18
0,0,为什么普遍都口齿不清,Jiangsu,Regional and Group Characteristics,video29,comment259,2025-05-19
0,15,昨天去了下酒吧各自不认识的玩个游戏亲嘴 捂脸,Shandong,Sharing Personal Experiences,video55,comment260,2025-02-03
0,0,不失礼貌的微笑,Inner Mongolia,Others,video28,comment261,2024-07-25
1,0,要熬夜啦 哈哈哈哈溆浦不都是这样的吗 泪奔,Hunan,Regional and Group Characteristics,video5,comment262,2022-09-10
0,0,真是乱啊，这那的人了。哎,Shanxi,Social Evaluation and Concepts,video48,comment263,2024-10-13
0,1,精神小妹演技很好，阿浩能被带入,Jiangxi,Challenge Authenticity and Performativity,video43,comment264,2025-01-14
0,0,喝起嘛，钱不够微信扣 捂脸,Sichuan,Seeking Interaction and Imitation,video104,comment265,2025-02-25
0,0,怎么有点像范超 看,Gansu,Appearance and Attire,video5,comment266,2022-09-10
6,2,家人们我换头像了 不像卖卫生巾了吧 躺平,Guangdong,Sharing Personal Experiences,video105,comment267,2023-10-12
0,0,黑色衣服身材不错,Zhejiang,Appearance and Attire,video22,comment268,2024-12-08
0,0,车厘子一盒才 20 惊恐,Jiangsu,Others,video16,comment269,2025-02-03
0,0,出租屋晚饭那一部分呢,Shandong,Challenge Authenticity and Performativity,video31,comment270,2024-11-14
0,1,我也想跟这样的社会精神小伙小妹玩一天，我出一千经费，福州有没有这样的小队伍，带我玩一天，谢谢,Fujian,Seeking Interaction and Imitation,video12,comment271,2025-03-09
0,0,拍的段子吗 呲牙,Zhejiang,Challenge Authenticity and Performativity,video106,comment272,2025-04-12
0,1,现在都不脸红了,Sichuan,Social Evaluation and Concepts,video51,comment273,2025-04-20
0,0,不打算处，就别去吃饭,Shandong,Emotions and Interpersonal Relationships,video107,comment274,2025-03-14
0,0,看得我都想去做你们兄弟了,Hebei,Seeking Interaction and Imitation,video27,comment275,2024-11-02
0,0,大鹅 TB 古驰 麦昆 卧槽 泪奔真的假的,Jiangsu,Challenge Authenticity and Performativity,video22,comment276,2024-12-08
4,2,喜欢这种 不失礼貌的微笑,Chongqing,Emotions and Interpersonal Relationships,video30,comment277,2025-01-14
2,0,yes 是不是信阳的,Hubei,Regional and Group Characteristics,video30,comment278,2025-01-14
0,0,我在抖音看上连续剧了,Beijing,Others,video9,comment279,2025-03-31
0,0,哥我给你500带我拍两集,Zhejiang,Seeking Interaction and Imitation,video23,comment280,2025-03-02
0,1,不会找工作吗,Hebei,Behavior and Lifestyle,video53,comment281,2025-02-11
0,0,不整个花手都，不正宗,Shandong,Regional and Group Characteristics,video15,comment282,2025-04-30
0,0,168，100还能赚68 暗中观察,Shandong,Behavior and Lifestyle,video87,comment283,2025-05-15
0,0,一个玉米，一个肠4元。这么便宜？我们地摊都要10选起步。真黑啊,Jiangsu,Behavior and Lifestyle,video17,comment284,2025-05-13
0,0,我12年的时候看到一桌非主流的女孩在吃烧烤，我直接帮他们买单，她们还不知道，我记得当时那一桌是400多，后来我偷偷溜走了，真人真事,Guangdong,Sharing Personal Experiences,video4,comment285,2025-04-17
0,5,那些人甚至认为进入蹲局子是件光荣的事情呢 还要发个朋友圈 蹲完出来还和别人炫耀,Guangdong,Social Evaluation and Concepts,video6,comment286,2025-04-26
0,0,性价比这块被你拿捏得死死的,Beijing,Social Evaluation and Concepts,video108,comment287,2025-03-27
0,2,请用 靠北 台妹机车造一个句子,Hubei,Seeking Interaction and Imitation,video25,comment288,2024-06-16
0,0,软妹居然是福建的 捂脸,Fujian,Regional and Group Characteristics,video42,comment289,2025-04-29
0,0,在成都这种叫花子婆娘也多,Guangdong,Regional and Group Characteristics,video22,comment290,2024-12-19
0,0,赞助一期，想一起去试试,Henan,Seeking Interaction and Imitation,video20,comment291,2025-05-02
3,0,还是不吧 骑机车太容易引起注意了 这么多精神小妹围着你怎么办 快哭了,Jiangxi,Emotions and Interpersonal Relationships,video102,comment292,2024-08-14
0,0,我特么服了 看，我现在一个都叫不出来。商 k 也不好玩也不会 看,Jiangsu,Sharing Personal Experiences,video7,comment293,2025-01-09
0,1,奸笑太原的精神小伙呢，来，带你们玩一天,Shanxi,Regional and Group Characteristics,video62,comment294,2025-05-10
0,0,我还说这个男的穿的跟他们的不搭 看原因在这。mad。小丑是我自己 捂脸,Guangxi,Appearance and Attire,video89,comment295,2025-05-08
0,0,穷人家的孩子都。看这消费,Beijing,Social Evaluation and Concepts,video62,comment296,2025-05-09
0,0,来上海 暗中观察,Shanghai,Regional and Group Characteristics,video32,comment297,2025-03-12
0,0,编了一个银手链，五百多 微笑,Anhui,Sharing Personal Experiences,video63,comment298,2025-02-11
1,0,四川话里也有，好机儿车 捂脸,Sichuan,Regional and Group Characteristics,video25,comment299,2024-06-16
1,0,信不信去你家围你,Guangdong,Social Evaluation and Concepts,video15,comment300,2025-05-12
0,0,花总，明天带我玩啊,Guangdong,Seeking Interaction and Imitation,video13,comment301,2024-09-14
0,0,哥们我84年份的老头，我活到现在我算终于能get到当年看到公园里那些个拿着收音机喜欢听评书的老头子们的点了 泪奔 尬笑 捂脸，哈哈,Jilin,Others,video109,comment302,2025-04-06
4,68,高考结束去打暑假工那年就遇到仨人两个女生，然后干了一个月活我就吓跑了 捂脸,Anhui,Sharing Personal Experiences,video22,comment303,2024-12-07
0,2,我妈妈是广西的，我好几个表妹在广西，也是这样的精神小妹 不失礼貌的微笑,Hubei,Regional and Group Characteristics,video110,comment304,2025-05-14
0,0,说实话 我想谈一个 九转大肠,Jilin,Seeking Interaction and Imitation,video45,comment305,2025-03-30
0,0,这随便在个单位做前台当花瓶么,Zhejiang,Social Evaluation and Concepts,video111,comment306,2025-03-13
0,0,这剧情咋这么熟悉？ 捂脸,Guizhou,Challenge Authenticity and Performativity,video77,comment307,2025-05-06
2,4,黑衣服不是我们贵州的，我们贵州没有这种的 捂脸，听口音是隔壁广西的！,Guizhou,Regional and Group Characteristics,video19,comment308,2025-03-08
0,1,不用羡慕，最多一个月就烦 捂脸,Tianjin,Behavior and Lifestyle,video50,comment309,2025-02-06
0,0,挑战带张桐桐回重庆耍一天,Sichuan,Seeking Interaction and Imitation,video91,comment310,2025-03-16
0,0,爱吃盖饭是吧 宕机,Beijing,Behavior and Lifestyle,video35,comment311,2024-11-09
0,1,好可爱啊，一杯奶茶三根吸管,Jiangsu,Emotions and Interpersonal Relationships,video18,comment312,2025-03-03
0,0,你别说头发整的又年轻了 呲牙,Henan,Appearance and Attire,video15,comment313,2025-04-30
0,3,我侄女初中被她们学校精神小妹和男的霸凌，就因为我侄女跟那个女生男朋友是同桌，打完还要勒索 ，说敢告诉家长就打死她，因为有未成年人保护法，而且还说他们家有钱，赔得起 尬笑其中打她的还有一个小学生，这些坏种死了算了，活着也是危害社会,Henan,Sharing Personal Experiences,video6,comment314,2025-04-26
0,0,我的在对面全是刷到那种各种犯法的未成年人，还发出来觉得很光荣，评论区更是比谁犯得更严重 微笑,Guangxi,Social Evaluation and Concepts,video28,comment315,2024-07-24
1,0,我嘞个豆，看着都疼 震惊,Shanxi,Others,video39,comment316,2024-08-20
1,1,这怕是毒王哦,Guangdong,Social Evaluation and Concepts,video44,comment317,2025-04-29
1,0,混的姨开的混的衣服店，混的姐开的混的鞋店，混的叔开的混的理发店，混这一块,Zhejiang,Regional and Group Characteristics,video15,comment318,2025-04-30
1,2,我要去当精神小妹了,Sichuan,Seeking Interaction and Imitation,video21,comment319,2023-10-19
0,0,叫几个这种出来还怕没钱？ 发怒,Guangdong,Social Evaluation and Concepts,video1,comment320,2025-03-16
0,1,现在流行白毛了哈哈哈哈,Jiangsu,Appearance and Attire,video15,comment321,2025-04-30
1,0,这不比公主强,Henan,Social Evaluation and Concepts,video106,comment322,2025-01-06
0,0,妈的 撇嘴！老子在商K花一万都没这个氛围,Hunan,Social Evaluation and Concepts,video52,comment323,2025-04-25
1,0,你知道这个视频对于一个叫王可心的同名女孩生活有多大的困扰吗 噢买尬,Shandong,Social Evaluation and Concepts,video39,comment324,2024-08-20
0,0,一点也不夸张，现在这种女的满大街都是，真不知道中国的未来会是啥样,Shanxi,Social Evaluation and Concepts,video53,comment325,2025-03-09
0,0,这个没人看上？,Hainan,Emotions and Interpersonal Relationships,video7,comment326,2024-12-17
0,0,但是人家开心啊 躺平,Zhejiang,Social Evaluation and Concepts,video105,comment327,2023-10-18
4,1,随便给你们截两张，你们就知道有多逆天 捂脸 OK,Anhui,Social Evaluation and Concepts,video28,comment328,2024-07-24
0,0,哎嘛，那女的对象，比我微信里人都多,Liaoning,Emotions and Interpersonal Relationships,video48,comment329,2024-09-10
0,0,记得这种直接打他或者打电话,Sichuan,Social Evaluation and Concepts,video112,comment330,2024-07-29
2,29,一天一百五 十天一万五 我笑破防了 捂脸,Jiangsu,Others,video27,comment331,2024-11-02
0,0,这就是黄毛的魅力吗 抠鼻,Shandong,Appearance and Attire,video113,comment332,2025-05-05
0,0,小情侣的爱情，你们不懂 捂脸,Anhui,Emotions and Interpersonal Relationships,video3,comment333,2025-03-20
0,0,在哪个地方，我都克偶遇一下 捂脸，那些精神小妹,Yunnan,Seeking Interaction and Imitation,video77,comment334,2025-05-08
3,1,求矮个子美女抖音号，名侦探呢 尬笑,Shandong,Seeking Interaction and Imitation,video17,comment335,2025-01-27
0,0,懂江湖规矩的,Anhui,Regional and Group Characteristics,video77,comment336,2025-05-07
0,0,跟我们拜拜然后自己去铲精神小妹？ 发怒,Jiangxi,Emotions and Interpersonal Relationships,video15,comment337,2025-04-30
0,0,请问去哪找精神小妹儿 大金牙,Heilongjiang,Seeking Interaction and Imitation,video114,comment338,2025-04-22
0,0,以前当精神小伙怎么没有这条件 流泪,Yunnan,Sharing Personal Experiences,video15,comment339,2025-04-30
0,0,不觉得她们可怜，觉得她们蠢 捂脸,Yunnan,Social Evaluation and Concepts,video6,comment340,2025-04-26
1,3,都是一个口音，严重怀疑都是请来的,Chongqing,Challenge Authenticity and Performativity,video93,comment341,2025-03-09
2,0,我这个行吗 捂脸,Jiangsu,Seeking Interaction and Imitation,video92,comment342,2024-08-13
0,4,济南还有这啊 我想静静就见过一次,Shandong,Regional and Group Characteristics,video64,comment343,2025-05-09
0,0,哥，带我一起，费用我出 泪奔,Henan,Seeking Interaction and Imitation,video7,comment344,2024-12-08
0,0,我老想过这种生活了，真的做梦都想谁能带我一个月我给他200,Zhejiang,Seeking Interaction and Imitation,video115,comment345,2024-12-06
0,0,的确精神状态,Shaanxi,Social Evaluation and Concepts,video15,comment346,2025-04-30
0,0,去她家的是要会员才能看吗？,Jiangsu,Challenge Authenticity and Performativity,video24,comment347,2025-04-27
0,0,我也想要精神小妹儿,Hebei,Seeking Interaction and Imitation,video87,comment348,2025-05-14
0,0,白白净净的来我家 思考,Sichuan,Seeking Interaction and Imitation,video116,comment349,2024-12-12
0,0,养这闺女都愁死 尬笑,Hebei,Emotions and Interpersonal Relationships,video117,comment350,2025-01-16
5,25,突然感觉我一万多的大鹅好土 捂脸,Hebei,Appearance and Attire,video30,comment351,2025-01-12
0,1,没关系，我们叫台妹是夸你漂亮的意思 捂脸,Liaoning,Social Evaluation and Concepts,video25,comment352,2024-06-17
0,0,身上穿的白衣服也太脏了 捂脸,Shanghai,Appearance and Attire,video8,comment353,2025-03-19
0,0,那个就是学画画的,Guangxi,Regional and Group Characteristics,video21,comment354,2023-10-18
0,0,没事 买买买就行 捂脸,Shandong,Behavior and Lifestyle,video51,comment355,2025-04-25
0,0,慢慢的都是套路：,Jiangsu,Challenge Authenticity and Performativity,video78,comment356,2025-01-26
0,0,我朋友圈真有穿qq去酒吧玩的还发pyq 绿帽子,Fujian,Sharing Personal Experiences,video118,comment357,2025-05-17
0,1,真把表妹请来了 捂脸,Shaanxi,Challenge Authenticity and Performativity,video82,comment358,2024-05-12
1,0,和狗蛋有一样的鞋 流泪,Guangdong,Sharing Personal Experiences,video5,comment359,2022-09-07
0,0,这两个是真晦气,Shanghai,Social Evaluation and Concepts,video92,comment360,2024-10-16
0,0,这些都没满十四岁吧,Sichuan,Social Evaluation and Concepts,video52,comment361,2025-04-26
0,0,怎么和这些人做朋友，我也愿意买单,Fujian,Seeking Interaction and Imitation,video7,comment362,2025-01-10
0,0,真的挺恶心 尬笑又没钱又爱吃 尬笑,Guangdong,Social Evaluation and Concepts,video27,comment363,2024-11-04
0,0,全场费用我包，带我玩！,Zhejiang,Seeking Interaction and Imitation,video7,comment364,2025-05-15
0,1,锤子主要是怕下药 不敢随便喝别个的水,Chongqing,Social Evaluation and Concepts,video119,comment365,2025-05-15
0,0,情绪价值很高,Beijing,Emotions and Interpersonal Relationships,video50,comment366,2025-03-18
0,0,O L O 你看是不是永川,Chongqing,Regional and Group Characteristics,video120,comment367,2025-05-02
0,1,兄弟们下了去侦查一下 黑脸,Guizhou,Seeking Interaction and Imitation,video28,comment368,2024-07-24
0,0,只能这些00后的陪他耍，80，90后的试试,Sichuan,Social Evaluation and Concepts,video93,comment369,2025-03-11
0,0,除了他 其他人纹身都是真的,Hebei,Challenge Authenticity and Performativity,video15,comment370,2025-04-30
0,0,嫩是真的嫩，脏也是特别脏。,Guangdong,Appearance and Attire,video101,comment371,2025-01-19
2,1,都是在哪玩的？也带我玩玩 流泪,Shanghai,Seeking Interaction and Imitation,video22,comment372,2024-12-08
0,0,大姨妈来了穿那个衣服差不多到脖子上了 捂脸,Zhejiang,Appearance and Attire,video12,comment373,2025-02-27
1,0,这个更猛 尬笑,Hebei,Challenge Authenticity and Performativity,video34,comment374,2024-08-11
0,0,这是玩的最开心的一集,Xinjiang,Challenge Authenticity and Performativity,video32,comment375,2025-03-12
0,1,在一声声的哥哥中，你是成了,Shandong,Emotions and Interpersonal Relationships,video36,comment376,2025-05-09
